tweets,quote_status,language,favorite_count,retweet_count,time
"@lilicamifan um they do have chemistry,, i know yall r mad that bughead is no longer but that doesn’t me that betty can have a relationship with over people. have u seen they way the look at each other https://t.co/4CV59e8NtJ",False,en,0,0,2021-02-26 06:37:59
@awmeliabesson_ Yess as a bughead team,False,en,0,0,2021-02-26 06:34:48
@BrianEPaterson bughead exes to lovers will be your serve https://t.co/A08Hp0LT7h,False,en,40,2,2021-02-26 06:32:27
RT @BugheadCloud: @WarnerChannelLA BUGHEAD ALL THE WAY. BUGHEAD ENDGAME. BUGHEAD FOREVER. BUGHEAD ALWAYS TOGETHER. GO BUGHEAD NATION!,False,en,0,4,2021-02-26 06:20:38
"@BrianEPaterson we love them all, but there's nothing like bughead, and we miss them so much",False,en,5,0,2021-02-26 06:20:30
"Bughead and Varchie weren't really fan service bc they weren't all about sex, they actually had great interactions and worked with the storyline. BA is FWB, which is just sex. Fan service is usually very sexual. They do nothing to help the storyline progress, they just have sex.",False,en,2,0,2021-02-26 06:16:58
@BrianEPaterson hell yesssss y'all are killing it with the #VARCHIE  slow burn  the crumbs are delicious  can't wait to see what u have planned with #bughead and #choni https://t.co/VBX3ecIdIY,False,en,5,0,2021-02-26 06:12:09
@jensIindIeys oh okay i get it so varchie is supposed to be ryissa and ig bughead is sethmer then??,False,en,0,0,2021-02-26 06:10:19
"reminder that betty is just in love with the idea of archie, now anyways bughead endgame🙌 https://t.co/0dVE5cj28o",False,en,5,0,2021-02-26 06:06:12
@BrianEPaterson y'all  giving toni and Tabitha the spot light  letting kangs speak more then once per epsiode and giving us   bughead varchie and choni crumbs every episode and setting up some amazing slow burns  for each couple   of course episode was amazing,False,en,5,0,2021-02-26 06:05:07
"@BrianEPaterson Yes a great show, can't wait for the bughead reunion",False,en,10,0,2021-02-26 06:04:01
@sethsumers BUGHEAD IS SETHMER AND VARCHIE RYISSA?/?/???/?/,False,en,0,0,2021-02-26 05:56:47
@BrianEPaterson missed bughead this week but am loving all the varchie crumbs &lt;33  https://t.co/PgWNtm4JOz,False,en,46,2,2021-02-26 05:55:11
"Even in the COMIC Archie MARRIES Veronica. #Barchie #BUGHEAD #BarchieIsOver
#TimeToFaceTheTruth https://t.co/Xzb08xHQkv",False,en,2,0,2021-02-26 05:52:44
@RiverdaleWriter Sorry but #bughead,False,en,0,0,2021-02-26 05:52:12
@Lauraisback25 @a_wculver Go cry about it. Bughead is bones.,False,en,8,0,2021-02-26 05:51:05
the person said varchie endgame and was talking on betty deserving better never once mentioned bughead you did tho LMAOO obsessed with bughead because same https://t.co/4m5yci7b3l,True,en,1,0,2021-02-26 05:49:18
"@Stephaniess8241 @JASIESILKY Lol never said that, but believe whatever thing you want. You were the one who said the series would flop without Bughead and it’s doing even better",False,en,0,0,2021-02-26 05:47:16
"I didn’t say Bughead once in this tweet, so what are you talking about?? https://t.co/mwBNpj8hSU",True,en,0,0,2021-02-26 05:47:05
@pscwyers VARCHIE IS RYISSA AND BUGHEAD IS SETHMER,False,en,0,0,2021-02-26 05:46:56
So while I’m convinced still Bughead is endgame I can maybe see them actually getting the Stelena treatment. Epic hs love. Maybe even soulmates. But not in love love as adults. Thoughts @mdawn37?,False,en,0,0,2021-02-26 05:31:36
"Ok.
@lilireinhart 
But what about bughead??😑
#Riverdale #bughead https://t.co/EbtQN6YSty",False,en,0,0,2021-02-26 05:29:00
like i don’t understand how barchie already outdid all the 1200 bughead sex scenes with the ONE shower scene alone someone pls explain this insanity,False,en,3,0,2021-02-26 05:28:59
@fcrsythe if they paid attention they’d be worried bughead hasn’t really interacted yet.,False,en,23,1,2021-02-26 05:24:19
"RT @REINH4RTBT: es imposible que bughead no sea endgame si jughead y betty se dijeron ""i still love you, i'll always love you"" ""i'll always…",False,en,0,9,2021-02-26 05:23:20
@bugheadaIe they just don’t believe the bughead exes to lovers agenda and are ignoring what the writers are setting up but it’s fine,False,en,33,0,2021-02-26 05:19:52
"RT @BUGGIEDALE: ONE MOMENT....
BA WAS HAVING SEX IN THE CAR WHILE SCHOOL WAS ON FIRE....
REMEMBER BUGHEAD IN 3X16.....
WRITERS ARE SICK.
TH…",False,en,0,19,2021-02-26 05:19:01
@barchanted @crimsonclover90 I'm not saying they didn't help each other. Just that Varchie and Bughead were consistently there and supportive of each other.,False,en,1,0,2021-02-26 05:16:03
"Did anyone get to watch the clubhouse chat with the Riverdale writers? If so, did they mention anything about Bughead?",False,en,0,0,2021-02-26 05:16:01
RT @RiverdaleWriter: Who else needs to hear this voicemail stat? #Bughead #Riverdale https://t.co/XIYZBPu1q9,False,en,0,246,2021-02-26 05:13:18
"yo 🤝 no shippear Barchie ni Bughead.
#Riverdale",False,en,0,0,2021-02-26 05:07:38
"@fbiponytail / no! this was completely not targeted to you, i promise. I just recently got hate on different apps for not choosing barchie or bughead. we should definitely be friends :)",False,en,1,0,2021-02-26 05:05:17
"@coopbettss / no it doesn't, don't worry! i just feel like this was toward me and how i openly hate on bughead on the tl...",False,en,0,0,2021-02-26 05:01:48
"@FANCYTWICE9 Lmao😭, you need to continue....(spolier- choni, bughead brokeup)",False,en,0,0,2021-02-26 05:00:22
@dlwlsana I watched 3 seasons to see the lesbian shit and all I got was bughead and shitty plot 💀,False,en,0,0,2021-02-26 04:57:39
@BrianEPaterson I swear if it wasn't for that doritos shout  out  tabitha toni cherly VERONICA jughead kangs this mothman demon alien  thing    and the obvious varchie and bughead crumbs  I would stop watching   but damn y'all know how to keep vas and bhs coming back for more torture,False,en,0,0,2021-02-26 04:56:13
@NancyRiverDrew I've had this argument with you before. Bughead bores the life out of me. I don't care that you think they have to be the detectives simply bc it's a mystery show. I'd rather see others be involved.,False,en,2,0,2021-02-26 04:54:36
"@barchanted Bughead are the detectives. It's a mystery show. Solving drives them. Less so the case with the others, though it is fun when they contribute.",False,en,0,0,2021-02-26 04:53:24
RT @enbytabitha: I MISSED THAT SMILE🥺 https://t.co/VaXLdOVtSX,False,en,0,17,2021-02-26 04:50:24
RT @enbytabitha: Tabitha tate i want to personally thank you for making my son smile🙏🏼 https://t.co/2owDtvGfvW,False,en,0,22,2021-02-26 04:50:01
"RT @bugheadIines: hey, look at me. i know you. you’re a good person, betty. you might have some darkness just like me, but you’re not evil.…",False,en,0,23,2021-02-26 04:49:37
"RT @BUGGIEDALE: god, i've missed you.... https://t.co/5eKaPzA0bA",False,en,0,30,2021-02-26 04:48:51
RT @bugverchoni: fun is over give them back @WriterRAS https://t.co/0gqnU3Ntnz,False,en,0,23,2021-02-26 04:47:18
"I love Jughead, and I love Bughead, but if this is a J+B tattoo, I’m gonna be concerned. They would have been broken up, by the time this tattoo was done. It would seem really obsessive. I doubt it’s that kind of tattoo, but I’ve seen theories on the TL about it. https://t.co/gVJ2k454bu",False,en,3,0,2021-02-26 04:45:30
when we finally get slowburn varchie and bughead &gt;&gt;&gt;,False,en,0,0,2021-02-26 04:44:38
"Give us Bughead endgame, wag Barchie please!!!! 😭",False,en,1,0,2021-02-26 04:44:09
"Again, can slowburnsftw go outside and stop targeting bugheads?? Your ship is finally getting content, go pay attention to that rather than BHs. You’re so obsessed, I’m honestly convinced you are a Bughead fan yourself. Please, go outside for once in your life. Get off ur phone.",False,en,3,0,2021-02-26 04:35:02
RT @itsreinhartt: I'm the only one that can't ship romanticly Jughead and Thabita I only see them as besties and I'm loving their friendship,False,en,0,25,2021-02-26 04:34:32
RT @fcrsythe: THE WHOLE WORLD KNOWS HOW JUGHEAD FELT ABOUT BETTY? AND HOW IN LOVE HE WAS? THIS IS TWISTED.,False,en,0,19,2021-02-26 04:33:51
RT @enigmabuqhead: Who's gonna tell her their gonna be bones?,True,en,0,20,2021-02-26 04:33:43
like bughead and varchie stans hes like so obsessed so if hre writes yall just ignore it https://t.co/egs6Dw5CRV,True,en,1,0,2021-02-26 04:32:30
yall this person has got to be a bughead and varchie account ! because he deadass comes to my account 24/7 like watching my shit like so obsessed ( its blurry IK ) https://t.co/6ift0RynSn,False,en,10,0,2021-02-26 04:29:10
it's so surreal to search rd stuff on twitter bc it's all barchie this and bughead that. did they miss the part where mothman is here now and also an alien,False,en,0,0,2021-02-26 04:20:40
"RT @Aestheticlils: I do my best to be kind and nice as much as I can, but when people defend ab*se, toxicity, or make extremely wrong posts…",False,en,0,1,2021-02-26 04:18:04
GOOD now admite you are a bughead and varchie shipper https://t.co/kmjUZDxg4q,True,en,2,0,2021-02-26 04:16:55
you are so delusional if you really think barchie will be anything more than just sex barchie is just sex and that's what they will remain bughead and varchie will be endgame for riverdale https://t.co/vnyZih43V3,True,en,3,0,2021-02-26 04:14:54
"the way i have every reason to be uncomfortable with bughead, it's not natural to be in a romantic relationship with someone you share family with.",False,en,17,4,2021-02-26 04:14:34
"I do my best to be kind and nice as much as I can, but when people defend ab*se, toxicity, or make extremely wrong posts, I’m gonna call it out. 

There will be no Varchie, Bughead, Veronica, or Jughead slander in my TL, or my mentions. You will be called out.",False,en,3,1,2021-02-26 04:13:59
/ it's totally cool if people ship bughead &amp; barchie i just don't and that's my right. I didn't mean to start anything by expressing my discomfort. . .,False,en,1,0,2021-02-26 04:09:12
Too much bughead https://t.co/Mw9BC6Q4vd,False,en,4,0,2021-02-26 04:06:35
"@coopbettss / this is true but we should also normalize that bughead makes some people (me, included) extremely uncomfortable.",False,en,0,0,2021-02-26 04:05:43
"RT @irespectfarmer: @Dream11 full report 
Photo 1: process 
Photo 2 : clone apps with app cloner
Photo 3 : blank number 
Photo 4 : app clon…",False,en,0,2,2021-02-26 04:04:53
"// we should normalize people shipping both barchie and bughead. like literally as long as betty is happy, that's all i care about. this applies to all ships. plus, it's just a tv show. yes you may hate the ship or a person from that ship, but we all have different opinions.",False,en,16,7,2021-02-26 03:54:47
"⠀ ⠀⠀
⠀ ⠀⠀
            /  just  a  reminder  that  ,  I  DON'T  SHIP  BARCHIE  .  nor  bughead  either  really  .  sorry  guys  .  .  .
⠀ ⠀⠀
⠀ ⠀⠀",False,en,4,2,2021-02-26 03:49:37
@elenasdecker ohhh okay i shipped bughead when i first watched tbh but then when i picked back up a few months ago i started liking barchie,False,en,1,0,2021-02-26 03:48:09
@julietsrory i haven’t watched in so long but i shipped bughead. i stopped after like 4x02 tho,False,en,1,0,2021-02-26 03:47:11
stalking once again just admite you a bughead and varchie stan please and GOO https://t.co/UYDw2l1ctv,True,en,0,0,2021-02-26 03:46:01
RT @barchieskeene: bhs are clearly just mad because betty is investigating with alice and kevin instead of jughead so now their whole fanta…,False,en,0,10,2021-02-26 03:45:04
"@haniya_hb @CW_Riverdale Agreed. I stopped just after the prom episode because I knew it was only going downhill from there. Suspension of disbelief has never been the easiest with some of Riverdale's plots, but the heart of the show was Bughead. They didn't just break up, Moral Betty cheated. #Disgusted",False,en,1,0,2021-02-26 03:44:55
barchie is just sex that is all they are not gonna be nothing more than that so let's just sit back enjoy varchie and bughead endgame that's coming soon https://t.co/koPgcadUkf,False,en,5,0,2021-02-26 03:44:02
"As a person who does in fact ship Bughead, I must admit these Barchie scenes are hotter than the OG couples... and that Tabitha is lovely so far. So I guess I’m saying I’m not loyal. #Riverdale",False,en,123,12,2021-02-26 03:41:57
"@ThatsRiverdale @emmasben It’s because Bughead had better chemistry, but I love Barchie as well!",False,en,0,0,2021-02-26 03:38:56
"@CW_Riverdale Stopped watching because the writing was never that good anyway, it was the heart of the show that kept me tuning in. Until that was cut up and fed through a wood chipper. #Bughead #Morality #BettyIsNotACheater",False,en,2,0,2021-02-26 03:38:15
@leoluxpotter IF BUGHEAD ISNT ENDGAME IM GOING TO D WORD,False,en,0,0,2021-02-26 03:38:10
@stydisonvibes Bughead ♥️,False,en,1,0,2021-02-26 03:36:37
RT @chonicarrington: varchie punching reggie is very pleasing to me https://t.co/8eDGKFXHqU,False,en,0,35,2021-02-26 03:35:57
RT @sprcole: what if betty asks jughead about all his tattoos after the first time they sleep together and the he explains all the meanings…,False,en,0,14,2021-02-26 03:35:48
RT @archiesrcnnie: fake archie ships varchie?! so true https://t.co/o2mfoLMUmR,False,en,0,23,2021-02-26 03:35:10
"BARCHIE IS THE BEST, BUGHEAD 🤢 — HELP🙂 https://t.co/n6g9I3M4jY",False,en,5,0,2021-02-26 03:33:48
RT @bugheadspov: @BamSmackPow how are we gonna survive without bughead for 3 months 😭,False,en,0,1,2021-02-26 03:33:23
RT @stydisonvibes: one eye sees betty and the other sees veronica https://t.co/u78FqegKV0,False,en,0,8,2021-02-26 03:32:13
RT @colesqrous: i need a scene where betty takes off jughead’s glasses https://t.co/TJ3NuLFK42,False,en,0,49,2021-02-26 03:31:21
RT @oryoucouldstay: HE FUCKING BOOPED HER NOSE?? HES SUPPOSED TO BE THIS ANGSTY GANG LEADER AND HE BOOPED HER NOSE ??? https://t.co/Fj4rbl6…,False,en,0,32,2021-02-26 03:31:01
"RT @lovesicksprouse: *annoying high-schoolers exist*
jughead jones: https://t.co/sW8g05rpLa",False,en,0,48,2021-02-26 03:30:53
RT @bugheadfilms: he is so done with these kids lmfao😭 https://t.co/dSsfuOrFvy,False,en,0,12,2021-02-26 03:30:36
these episodes just made me forget bughead is a thing 😟,False,en,8,0,2021-02-26 03:27:04
@chlosbughugs we better get that parallel after the bughead fight,False,en,1,0,2021-02-26 03:27:04
@WriterRAS you have 48 hours to return bughead &amp; varchie home safely or i’m burning all your bow ties. do not negotiate with us https://t.co/nbL20l7XLS,True,en,4,0,2021-02-26 03:25:14
@bettyarchics and no more bugbarvarchie nonsense. i am not a bughead! just a barchie and a varchie! and obv a choni but that was obvious,False,en,3,0,2021-02-26 03:25:00
"RT @deIenasx: so jughead's class is talking about the book called ""mice and men"", which fits in with roberto's ""three mice"" caption and mou…",False,en,0,1,2021-02-26 03:24:22
@Lilirhbrasil Bughead,False,en,0,0,2021-02-26 03:20:45
