tweets,quote_status,language,favorite_count,retweet_count,time,id
Good jarchie morning everyone,False,en,18,0,2021-02-25 14:02:45,1364938891892031488
i will sleep well tonight thinking of jarchie,False,en,0,0,2021-02-25 13:58:08,1364937729792827396
not jarchie getting hatecrimed at the end,False,en,1,0,2021-02-25 13:19:02,1364927890853228546
did they just...parallel jarchie with kangs..,False,en,0,0,2021-02-25 13:04:16,1364924174452449285
damn we opening this riverdale episode with full-on domestic jarchie,False,en,0,0,2021-02-25 13:03:26,1364923961658601473
i stopped caring about riverdale after season 2 but goddamn barchie in the latest episodes almost made me BARF... jarchie when...,False,en,0,0,2021-02-25 13:02:22,1364923693621776388
"okay that’s my serotonin over for another week, domestic jarchie highlight of my life",False,en,1,0,2021-02-25 12:57:12,1364922393278492676
NOT JUGHEAD CALLING ARCHIE SWEET PRINCE JARCHIE ROOMMATES RISE,False,en,3,0,2021-02-25 12:15:02,1364911782851182592
RT @srsoto26: I wanted Jarchie roommates so bad if the fire ruins it.... 😭 #Riverdale,True,en,0,4,2021-02-25 10:28:34,1364884991033933830
Why do you like jarchie all of the sudden but still don’t ship barchie? Both are childhood friends but atleast ba… — idk what u mean by this but it feels phobic  https://t.co/vK3iiBDZaQ,False,en,1,0,2021-02-25 10:17:59,1364882324178018305
RT @nymonologue: why the cut from jarchie to kangs https://t.co/CdPggasrmy,False,en,0,2,2021-02-25 10:06:49,1364879517534330880
every single thing about jughead and archie living together is so delightful... jarchie marchie on its way,False,en,2,0,2021-02-25 09:56:51,1364877008187105281
starts of w jarchie YES,False,en,0,0,2021-02-25 08:02:31,1364848234666074115
jarchie longconners we have more of your favorite juice in the timkon fandom,False,en,1,0,2021-02-25 07:39:25,1364842423382253570
@Neil_McNeil jarchie-my-sweet-prince.gif,False,en,3,0,2021-02-25 07:34:18,1364841134665703424
@speliviaa They are so stale their friendship isn’t been real my girl betty doesn’t care for veronica also where are the beronica scenes time jump I see none only jarchie,False,en,0,0,2021-02-25 06:53:39,1364830902228901891
@bugvarchieanti @archietonis JARCHIE IS BETTER!,False,en,1,0,2021-02-25 06:47:53,1364829452140613633
why the cut from jarchie to kangs https://t.co/CdPggasrmy,False,en,15,2,2021-02-25 06:25:17,1364823766891524096
the jarchie crumbs this episode https://t.co/DVnZu2trUu,False,en,3,0,2021-02-25 06:21:56,1364822923085836289
@bugverchoni dragging jarchie into this and For What,False,en,2,0,2021-02-25 06:20:59,1364822682953420805
bruh my tweets wont sent on mobile... im being censored by the anti jarchie army,False,en,2,0,2021-02-25 05:06:54,1364804040794796034
we finally got jarchie playing house husbands and hirams home of phobic arse had to ruin it https://t.co/qFG3OORaaP,False,en,2,0,2021-02-25 04:50:29,1364799908679610370
There were so many fanfic worthy jarchie scenes this episode,False,en,72,0,2021-02-25 04:39:01,1364797021660590082
"RT @RiverdaleDark: #Jarchie friendship, you love to see it",False,en,0,8,2021-02-25 04:36:50,1364796471954919424
@RiverdaleWriter Jarchie friends to lovers~,False,en,2,0,2021-02-25 04:14:40,1364790893027487747
the levels to this where it was “archie do you want more” [GAY COUPLE] and also fangs looking at kevin like “well...maybe there is something more im searching for” swangs and jarchie endgame  https://t.co/WScqWAlDvO,False,en,9,0,2021-02-25 04:04:23,1364788305754259466
david posting on riverdale day is proof of the jarchie to diego longcon,False,en,4,0,2021-02-25 03:43:23,1364783022416015361
@nymonologue JARCHIE AFTERLIFE ENDGAME????,False,en,3,0,2021-02-25 03:35:39,1364781075969564672
@RiverdaleWriter I don’t think the Jarchie friendship will survive this storyline,False,en,12,0,2021-02-25 03:29:34,1364779543828004865
@cherubliv @riverindale when i make jarchie wonderwall then you’ll all see....,False,en,2,0,2021-02-25 03:25:49,1364778601820934144
@srsoto26 how do you feel  about  us not seeing beronica hang out or even talk 1 on 1 yet ?  and do u think jarchie having this some what of bro moments is just to make the big blow up even worse ?,False,en,0,0,2021-02-25 03:17:11,1364776428634599426
I wanted Jarchie roommates so bad if the fire ruins it.... 😭 #Riverdale https://t.co/1cESTD552h,True,en,171,4,2021-02-25 03:11:21,1364774958686220288
#Jarchie friendship YES https://t.co/BNn1xQqJko,True,en,9,2,2021-02-25 03:02:04,1364772622203031552
@riverindale jarchie supremacy,False,en,3,0,2021-02-25 02:51:47,1364770037945364483
@barchiejarchie @nymonologue here’s how jarchie can still win,False,en,2,0,2021-02-25 02:51:20,1364769924112089090
When jughead and archie die in the fire and jarchie gets afterlife endgame then what,False,en,50,3,2021-02-25 02:50:47,1364769782994784258
@RiverdaleWriter you guys better fix my jarchie boys 🥺❤,False,en,5,0,2021-02-25 02:47:51,1364769045107650560
RT @ismsandsundry: im so used to erin screaming abt jarchie longcon i was genuinely shocked to see bughead has the vAST majority of fics on…,False,en,0,1,2021-02-25 02:27:09,1364763838692921345
im so used to erin screaming abt jarchie longcon i was genuinely shocked to see bughead has the vAST majority of fics on ao3,False,en,7,1,2021-02-25 02:26:07,1364763577639448577
i just want people to be nice to cheryl and for jarchie to have more hanging out and being pals scenes????,False,en,0,0,2021-02-25 02:23:03,1364762805212237830
jarchie roommates lasted a total of 1 episode this is so sad,False,en,56,3,2021-02-25 02:21:02,1364762298729062406
@modrrngrrl NOO AND MIA I HAVE MIA TOO.  CARING ABOUT JARCHIE DOES NOT COUNT AS BEINF TOO SERIOUS BTW,False,en,2,0,2021-02-25 02:18:50,1364761745621803011
@NICKR0B sorry i am not funny and care deeply about jarchie :(((,False,en,2,0,2021-02-25 02:16:49,1364761234566832128
RT @nymonologue: that was in juvie while archie was on his own so that means jarchie have discussed archie’s time in juvie god this is so i…,False,en,0,1,2021-02-25 02:09:52,1364759487509323776
jarchie dies next ep i guess damn :/ #cwisoverparty,False,en,5,0,2021-02-25 02:02:56,1364757741496127494
just finished that episode of riverdale and all i have to say is jarchie endgame,False,en,3,0,2021-02-25 02:02:32,1364757641424220161
jarchie death trope❤️,False,en,0,0,2021-02-25 02:01:05,1364757279241822209
JARCHIE KISS OF FIRE ENDGAME?,False,en,2,0,2021-02-25 02:01:02,1364757266029633540
Thats probably Squeaki but ayyyy Jarchie in their PJs like old gays. I'll take it.,False,en,0,0,2021-02-25 02:00:59,1364757253904093184
JARCHIE AFTER LIFE ENDGAME HERE WE COME,False,en,3,0,2021-02-25 02:00:35,1364757153387528192
jarchie gonna die together so true,False,en,2,0,2021-02-25 02:00:18,1364757081060950016
jarchie afterlife endgame?? okay!!,False,en,2,0,2021-02-25 01:45:22,1364753321005842435
that was in juvie while archie was on his own so that means jarchie have discussed archie’s time in juvie god this is so important to the me community,False,en,18,1,2021-02-25 01:40:54,1364752198605762560
JARCHIE X TERMS OF ENDEARMENT SOS,False,en,0,0,2021-02-25 01:40:19,1364752050609864708
jarchie againnn,False,en,0,0,2021-02-25 01:40:03,1364751985501556736
RT @doraspenlows: the jarchie hivemind never loses because we care about the plot and if not the plot we can at least lenjoy serpent tattoo…,False,en,0,3,2021-02-25 01:37:21,1364751303637934087
literally like. superdale never loses except britta is insane so it was a lose but it also was a win for destiel to jarchie pipeline,False,en,12,0,2021-02-25 01:32:16,1364750025079857152
jarchie oomfs are making me feel deranged we're only 26mins in,False,en,5,0,2021-02-25 01:26:19,1364748527843295234
jarchie goodnight sweet prince https://t.co/F8Q0HfYfTy,False,en,11,0,2021-02-25 01:25:10,1364748239875014656
RT @nymonologue: post-episode jarchie hamlet discussion when,False,en,0,3,2021-02-25 01:24:22,1364748039068540931
post-episode jarchie hamlet discussion when,False,en,11,3,2021-02-25 01:22:59,1364747690718814210
RT @genderhead: NOT ON JARCHIE ROOMMATES NIGHT!!!!!!!,True,en,0,1,2021-02-25 01:06:10,1364743455654744065
NOT ON JARCHIE ROOMMATES NIGHT!!!!!!! https://t.co/lGNLHK2gs4,True,en,7,1,2021-02-25 01:05:36,1364743315631955971
"sweet prince, jarchie canon

kevin, fangs, and toni living together

VERONICA MY GF

veronica is so pretty",False,en,0,0,2021-02-25 01:03:53,1364742880389070850
YOUNG JARCHIE?,False,en,0,0,2021-02-25 01:02:54,1364742633961254915
jarchie was so cute,False,en,3,0,2021-02-25 01:02:05,1364742429895774209
jarchie is cute here,False,en,0,0,2021-02-25 01:01:57,1364742397033385988
RT @live_riverdale: archie and jugheads friendship is so powerful for what readon #Jughead #Archie #jarchie #Riverdale #riverdale5,False,en,0,1,2021-02-25 01:01:40,1364742322643218436
jarchie so true,False,en,0,0,2021-02-25 01:01:33,1364742293517967367
jarchie being fed &amp; beronica non existent 💔,False,en,1,0,2021-02-25 01:01:26,1364742264942116866
okay jarchie,False,en,0,0,2021-02-25 01:01:25,1364742263130230785
oh good for u jarchie nation lol,False,en,0,0,2021-02-25 01:01:19,1364742236165050369
aw homely jarchie,False,en,1,0,2021-02-25 01:01:17,1364742229990998021
GOODNIGHT SWEET PRINCE jarchie is endgame WBK,False,en,0,0,2021-02-25 01:01:15,1364742220247662593
NOT JARCHIE GOOD NIGHT SWEET PRINCE FUCK,False,en,3,0,2021-02-25 01:01:13,1364742212198817799
"#Jarchie friendship, you love to see it",False,en,77,8,2021-02-25 01:01:13,1364742211280207872
archie and jugheads friendship is so powerful for what readon #Jughead #Archie #jarchie #Riverdale #riverdale5,False,en,1,1,2021-02-25 01:01:06,1364742183820156932
goodnight sweet prince hey jarchie 😘😘😘,False,en,0,0,2021-02-25 01:01:00,1364742156016103425
starting with jarchie yup yup,False,en,3,0,2021-02-25 01:00:58,1364742147598032905
jarchie scene already we win,False,en,1,0,2021-02-25 01:00:55,1364742137808646148
so true jarchie scene first,False,en,1,0,2021-02-25 01:00:49,1364742112076513280
DOMESTIC JARCHIE #Riverdale,False,en,0,0,2021-02-25 01:00:45,1364742094850506757
JARCHIE IMMEDIATELY PLEASE,False,en,6,0,2021-02-25 01:00:39,1364742067130413056
JARCHIE RIGHTS ‼️,False,en,0,0,2021-02-25 01:00:34,1364742046901293064
JARCHIE YUPPP,False,en,0,0,2021-02-25 01:00:27,1364742019550228480
the jarchie hivemind never loses because we care about the plot and if not the plot we can at least lenjoy serpent tattoo focus triangulation of desire,False,en,12,3,2021-02-25 00:53:45,1364740334069161985
@riverindale do it for erin meme on my wall w jarchie ss's all over it,False,en,1,0,2021-02-25 00:10:28,1364729438999511041
now im gna wind up drawing jarchie again,False,en,6,0,2021-02-25 00:08:34,1364728962757193732
RT @nymonologue: u are the jarchie version of kyle n he’s the beronica version of u — this is actually very sweet https://t.co/YObtv18unQ,False,en,0,1,2021-02-24 22:41:49,1364707129031077890
@wil_da_beast630 @jasonintrator Nice - using lack of academic output as a metric against people claiming their work is being censored? LOL!,False,en,1,0,2021-02-24 22:40:53,1364706896460926976
u are the jarchie version of kyle n he’s the beronica version of u — this is actually very sweet https://t.co/YObtv18unQ,False,en,7,1,2021-02-24 21:58:09,1364696142114476035
RT @demonicones: jarchie&gt; butun riverdale shipleri don't change my mind https://t.co/i50mRVTcVN,False,en,0,1,2021-02-24 21:36:11,1364690612554002435
RT @chonistan420: JARCHIE SHIPPERS HAVE STORMED THE CAPITAL OMFGGG https://t.co/Xqm7mfJTko,False,en,0,1,2021-02-24 20:18:57,1364671174723174401
@chonistan420 filming a jarchie shipper wo his permission is illegal in the state of massachusetts!,False,en,2,0,2021-02-24 20:18:44,1364671122898378754
JARCHIE SHIPPERS HAVE STORMED THE CAPITAL OMFGGG https://t.co/Xqm7mfJTko,False,en,6,1,2021-02-24 20:18:04,1364670952399855617
jarchie&gt; butun riverdale shipleri don't change my mind https://t.co/i50mRVTcVN,False,en,7,1,2021-02-24 18:01:58,1364636702963286021
"@DeanAbbott But in all seriousness, you're correct. Some of it is due to folks inability to grasp the brevity mandated by Twitter. Some of it to the innate argumentativeness that seems to go hand in hand with a love of ideas. And some of it to a culture that rewards 'dunking' on others.",False,en,1,0,2021-02-24 15:59:56,1364605994068631558
@TaraAnnThieke Thank you,False,en,1,0,2021-02-24 15:53:06,1364604274789900294
i just woke up from a dream where they made jarchie (jughead and archie’s canon shipname) canon and they were fucking for like 2 weeks and then they told veronica and betty they were just chill with it so they just kept doing it and i’m ??????? the riverdale brian rot is too real,False,en,1,0,2021-02-24 15:45:17,1364602308047343617
@juqhaed i love ur name sm and UR THE BEST JARCHIE SO TRUE,False,en,1,0,2021-02-24 15:45:16,1364602303005736972
@CultOfArchie the jarchie hivemind continues...,False,en,1,0,2021-02-24 14:59:51,1364590871186993159
Cuz why jarchie ate them up? https://t.co/kikNyMVgoc,True,en,3,0,2021-02-24 12:18:00,1364550141554823170
@gaythejae YEAH LIKE YOU GOTTA SUFFER THRU THE BEGINNING BUT ONCE YOU GET TO THE ACTUAL SONG IT'S WHEN IT MATCHES UP..... YOU GOTTA WAIT. LONGCON JUST LIKE JARCHIE &lt;3,False,en,1,0,2021-02-24 07:15:09,1364473926043136000
@kickdshins YESSSSS ur jarchie january era......,False,en,1,0,2021-02-24 05:55:12,1364453806591905793
@ylissebian ill write jarchie.,False,en,1,0,2021-02-24 05:48:34,1364452137036570624
"when it got to list of ships they included stevetony, Tom and greg, jarchie but NOT cherik.... ladies it’s time to stop gatekeeping we can’t let the ogs get disrespected like this https://t.co/VbiI05KhVJ",True,en,3,0,2021-02-24 05:25:07,1364446235793391619
ok so i’m all for jarchie &amp; beronica obvs but varchie highkey cute sometimes,False,en,0,0,2021-02-24 04:42:45,1364435574657064962
RT @nymonologue: it’s the jarchie longcon because jughead is a character with one of the most extensive gay-coded histories (having been ob…,False,en,0,1,2021-02-24 02:45:11,1364405985566203909
"it’s the jarchie longcon because jughead is a character with one of the most extensive gay-coded histories (having been obviously barred by the comics code authority) and archie has always been symbolic of heterosexuality, but ras really wants him to be gay. it’s multifaceted https://t.co/Xm4JmyGRbm",False,en,15,1,2021-02-24 02:42:31,1364405315744141313
RT @troubIemakers: you have to announce jarchie and jaehyun guest character to cover this @CW_Riverdale,False,en,0,2,2021-02-24 02:29:59,1364402163280195589
you have to announce jarchie and jaehyun guest character to cover this @CW_Riverdale,False,en,9,2,2021-02-24 02:26:43,1364401339820896261
"RT @therituaI: here’s how jarchie can still win 

https://t.co/TZNZChrPQ5",True,en,0,2,2021-02-24 01:44:39,1364390753288548359
@therituaI when at the end of the season out of nowhere it becomes jarchie/beronica centric https://t.co/QNwVU4ZCIG,False,en,1,0,2021-02-24 01:34:32,1364388207412932610
@therituaI the crazy part is RAS only wanted to become in charge of archie comics cuz they wouldnt let him do a play where jarchie was canon just for him to get the rights and queerbait and never make any of the core four lgbtq+,False,en,1,0,2021-02-24 01:32:20,1364387654398218243
JARCHIE MY BELOVED,False,en,5,0,2021-02-24 01:31:40,1364387485753614336
riverdale owes financial compensation for every time they queerbaited jarchie and beronica shippers,False,en,4,0,2021-02-24 01:29:38,1364386976460374020
@daylightlesbian when i send the entire album@to jarchie chat via voice memo,False,en,2,0,2021-02-24 01:03:10,1364380312382357508
"here’s how jarchie can still win 

https://t.co/TZNZChrPQ5 https://t.co/Yxq1fLtYE0",True,en,13,2,2021-02-24 01:02:30,1364380146929709057
@riverindale reggie is both jarchie’s and swangs’s third,False,en,1,0,2021-02-24 00:40:53,1364374707030556674
jarchie bleachers scene https://t.co/mTTc9PFPld,False,en,3,0,2021-02-24 00:01:37,1364364824495415299
betty is n1 jarchie truther its true https://t.co/aAPgJT6TVN,True,en,7,0,2021-02-23 22:33:45,1364342713924132870
anyone else a jarchie https://t.co/NFjd2djDND,False,en,2,0,2021-02-23 22:08:27,1364336345532030978
