tweets,quote_status,language,favorite_count,retweet_count,time,id,rating,rating_pos,rating_neu,rating_neg,processed_text,cleaned_tweets
RT @softfalice: melissa and joey moments that radiate falice energy — a thread 🌼 https://t.co/XTVx1SndMk,FALSE,en,0,5,2/27/2021 5:47,1.36554E+18,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2732}",1,,,"['melissa', 'joey', 'moments', 'radiate', 'falice', 'energy', 'thread']",melissa joey moments radiate falice energy thread
"@mishacollins
 lets sue the Riverdale writers and give a barchie , falice , choni endgame",FALSE,en,0,0,2/27/2021 5:31,1.36554E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,0.4,0.6,"['lets', 'sue', 'riverdale', 'writers', 'give', 'barchie', 'falice', 'choni', 'endgame']",lets sue riverdale writers give barchie falice choni endgame
"@mishacollins lets sue the Riverdale writers and give a barchie , falice , chino endgame",FALSE,en,0,0,2/27/2021 5:31,1.36554E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,0.4,0.6,"['lets', 'sue', 'riverdale', 'writers', 'give', 'barchie', 'falice', 'chino', 'endgame']",lets sue riverdale writers give barchie falice chino endgame
"The pinky TEASE, I miss season 2 falice https://t.co/U33yKgO7gl",TRUE,en,4,0,2/27/2021 4:10,1.36551E+18,"{'neg': 0.481, 'neu': 0.519, 'pos': 0.0, 'compound': -0.5622}",0.75,,0.25,"['pinky', 'tease', 'miss', 'season', '2', 'falice']",pinky tease miss season 2 falice
RT @amicksbabe: I want fp’s letter @RiverdaleWriter,FALSE,en,0,5,2/27/2021 3:58,1.36551E+18,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}",0.9,,0.1,"['want', 'fp', 'letter']",want fp letter
hey besties vote barchie pambrose nabrina rozharvey the only archieverse ships that matter !!! choni and falice can have some love too but barchiepambrose!!!!! https://t.co/SIBU040o0F,TRUE,en,1,0,2/27/2021 1:50,1.36548E+18,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.5883}",0.5,0.5,,"['hey', 'besties', 'vote', 'barchie', 'pambrose', 'nabrina', 'rozharvey', 'archieverse', 'ships', 'matter', 'choni', 'falice', 'love', 'barchiepambrose']",hey besties vote barchie pambrose nabrina rozharvey archieverse ships matter choni falice love barchiepambrose
"RT @barchanted: I will be voting for Barchie, Choni, and Falice. Who's with me? 😇",TRUE,en,0,1,2/27/2021 1:31,1.36547E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.5,0.5,,"['voting', 'barchie', 'choni', 'falice']",voting barchie choni falice
"I will be voting for Barchie, Choni, and Falice. Who's with me? 😇 https://t.co/0k9pxUUjWA",TRUE,en,9,1,2/27/2021 0:04,1.36545E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.5,0.5,,"['voting', 'barchie', 'choni', 'falice']",voting barchie choni falice
@CW_Riverdale The question is where are the falice deleted scenes????,FALSE,en,0,0,2/26/2021 22:21,1.36543E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.5,0.5,,"['question', 'falice', 'deleted', 'scenes']",question falice deleted scenes
@CW_Riverdale where are the falice deleted scenes? that is the real question,FALSE,en,6,0,2/26/2021 21:12,1.36541E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.5,0.5,,"['falice', 'deleted', 'scenes', 'real', 'question']",falice deleted scenes real question
@CW_Riverdale more importantly where was the falice letter? where are the falice deleted scenes?,FALSE,en,8,0,2/26/2021 21:10,1.36541E+18,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.4503}",0.5,0.5,,"['importantly', 'falice', 'letter', 'falice', 'deleted', 'scenes']",importantly falice letter falice deleted scenes
@CW_Riverdale The real question is where is Falice deleted scene 🥺,FALSE,en,15,0,2/26/2021 21:05,1.36541E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.5,0.5,,"['real', 'question', 'falice', 'deleted', 'scene']",real question falice deleted scene
"RT @karyv_mp: And in 12 years time, will we smile when we think about us?

Our timing is a mess but that don’t mean that it means less and…",FALSE,en,0,2,2/26/2021 20:36,1.3654E+18,"{'neg': 0.059, 'neu': 0.881, 'pos': 0.059, 'compound': 0.0}",,1,,"['12', 'years', 'time', 'smile', 'think', 'us', 'timing', 'mess', 'mean', 'means', 'less']",12 years time smile think us timing mess mean means less
I want young falice back for s5 🤯🥵  https://t.co/WXYuMbGz8A,FALSE,en,12,1,2/26/2021 20:34,1.3654E+18,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.0772}",0.75,0.25,,"['want', 'young', 'falice', 'back', 's5']",want young falice back s5
RT @softfalice: falice hooking up in pop’s? canon if you ask me! we already know she loved him in that uniform https://t.co/W8dqvsNSeT,FALSE,en,0,1,2/26/2021 19:57,1.36539E+18,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.636}",1,,,"['falice', 'hooking', 'pop', 'canon', 'ask', 'already', 'know', 'loved', 'uniform']",falice hooking pop canon ask already know loved uniform
"@PamelaMills27 i do!!! they are my fav ship after falice, i love them so so so much",FALSE,en,1,0,2/26/2021 19:55,1.36539E+18,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.8433}",1,,,"['fav', 'ship', 'falice', 'love', 'much']",fav ship falice love much
how both meljoe and falice are when it comes to sex. teasing? always off the charts. “I was driving!” is taking me out https://t.co/YymYJA9l10,FALSE,en,4,0,2/26/2021 19:22,1.36538E+18,"{'neg': 0.065, 'neu': 0.935, 'pos': 0.0, 'compound': -0.1511}",1,,,"['meljoe', 'falice', 'comes', 'sex', 'teasing', 'always', 'charts', 'driving', 'taking']",meljoe falice comes sex teasing always charts driving taking
THIS IS FALICE! HELLO?! alice admitting that she is wrong must be rare https://t.co/PlOeiuM3yL,FALSE,en,4,0,2/26/2021 19:22,1.36538E+18,"{'neg': 0.221, 'neu': 0.779, 'pos': 0.0, 'compound': -0.5696}",0.3,0.6,0.1,"['falice', 'hello', 'alice', 'admitting', 'wrong', 'must', 'rare']",falice hello alice admitting wrong must rare
falice hooking up in pop’s? canon if you ask me! we already know she loved him in that uniform https://t.co/W8dqvsNSeT,FALSE,en,6,1,2/26/2021 19:21,1.36538E+18,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.636}",1,,,"['falice', 'hooking', 'pop', 'canon', 'ask', 'already', 'know', 'loved', 'uniform']",falice hooking pop canon ask already know loved uniform
melissa and joey moments that radiate falice energy — a thread 🌼 https://t.co/XTVx1SndMk,FALSE,en,30,5,2/26/2021 19:21,1.36538E+18,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",1,,,"['melissa', 'joey', 'moments', 'radiate', 'falice', 'energy', 'thread']",melissa joey moments radiate falice energy thread
@molina_yaneisy i’m posting it in a bit when it rendered its not a falice fancam tho,FALSE,en,1,0,2/26/2021 18:34,1.36537E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,"['posting', 'bit', 'rendered', 'falice', 'fancam', 'tho']",posting bit rendered falice fancam tho
So I’m missing them...😢💔 @madchenamick  #falice #faliceforever #faliceedit #fpjones #alicesmith #instagram #TikTok https://t.co/7oXAH8Nwze,FALSE,en,1,0,2/26/2021 17:50,1.36536E+18,"{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.3566}",,0.5,0.5,"['missing', 'falice', 'faliceforever', 'faliceedit', 'fpjones', 'alicesmith', 'instagram', 'tiktok']",missing falice faliceforever faliceedit fpjones alicesmith instagram tiktok
"RT @CWRiverdaleNew: We have something to tell you: we miss #Falice, we loved posted about them. ❤️",FALSE,en,0,25,2/26/2021 17:19,1.36535E+18,"{'neg': 0.078, 'neu': 0.732, 'pos': 0.19, 'compound': 0.5106}",0.5,0.5,,"['something', 'tell', 'miss', 'falice', 'loved', 'posted']",something tell miss falice loved posted
"And in 12 years time, will we smile when we think about us?

Our timing is a mess but that don’t mean that it means less and if we have to say goodbye ‘cause is for the best, what are we gonna do with all this love? #Falice

 https://t.co/9w0mf3hDyc",FALSE,en,14,2,2/26/2021 17:03,1.36535E+18,"{'neg': 0.029, 'neu': 0.725, 'pos': 0.246, 'compound': 0.9447}",,1,,"['12', 'years', 'time', 'smile', 'think', 'us', 'timing', 'mess', 'mean', 'means', 'less', 'say', 'goodbye', 'cause', 'best', 'gonna', 'love', 'falice']",12 years time smile think us timing mess mean means less say goodbye cause best gonna love falice
@falicesushi Falice,FALSE,en,0,0,2/26/2021 14:47,1.36531E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.5,0.5,,['falice'],falice
RT @molina_yaneisy: #FALICE to #SKÄDCHEN x streets x wild though https://t.co/Djs4dKgJQv,FALSE,en,0,1,2/26/2021 14:39,1.36531E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.5,0.5,,"['falice', 'sk', 'dchen', 'x', 'streets', 'x', 'wild', 'though']",falice sk dchen x streets x wild though
#FALICE to #SKÄDCHEN x streets x wild though https://t.co/Djs4dKgJQv,FALSE,en,13,1,2/26/2021 14:37,1.36531E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.5,0.5,,"['falice', 'sk', 'dchen', 'x', 'streets', 'x', 'wild', 'though']",falice sk dchen x streets x wild though
@HindRain Have you published this yet? Or still in the process of writing before pubshiling? I’m always looking for new falice fivs to read 💜,FALSE,en,0,0,2/26/2021 3:00,1.36513E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.25,0.75,,"['published', 'yet', 'still', 'process', 'writing', 'pubshiling', 'always', 'looking', 'new', 'falice', 'fivs', 'read']",published yet still process writing pubshiling always looking new falice fivs read
RT @molina_yaneisy: #FALICE : do you wanna know https://t.co/iWNBbp5qK2,FALSE,en,0,2,2/25/2021 23:59,1.36509E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,"['falice', 'wanna', 'know']",falice wanna know
Anyone got the falice thread?? I can’t find it,FALSE,en,2,0,2/25/2021 23:30,1.36508E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,"['anyone', 'got', 'falice', 'thread', 'find']",anyone got falice thread find
I became done with B*ghead as soon as the stans were rude to Falice stans in s2,FALSE,en,0,0,2/25/2021 23:26,1.36508E+18,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.4588}",,0.75,0.25,"['became', 'done', 'b', 'ghead', 'soon', 'stans', 'rude', 'falice', 'stans', 's2']",became done b ghead soon stans rude falice stans s2
RT @medicaldoctxr: Me after watching the falice kiss scene for the millionth time https://t.co/tsJJQyylNl,FALSE,en,0,4,2/25/2021 23:16,1.36508E+18,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}",1,,,"['watching', 'falice', 'kiss', 'scene', 'millionth', 'time']",watching falice kiss scene millionth time
#FALICE : do you wanna know https://t.co/iWNBbp5qK2,FALSE,en,4,2,2/25/2021 22:46,1.36507E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,"['falice', 'wanna', 'know']",falice wanna know
@softfalice having a falice moment in her one shots just makes me love this moment more https://t.co/5F2iQxj9yI,TRUE,en,1,0,2/25/2021 22:14,1.36506E+18,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.6369}",1,,,"['falice', 'moment', 'one', 'shots', 'makes', 'love', 'moment']",falice moment one shots makes love moment
@amicksbabe Wait...not ruin the falice moment but this could have not been in Fp is trailer that room bigger than mine!😅,FALSE,en,0,0,2/25/2021 22:00,1.36506E+18,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.4003}",,1,,"['wait', 'ruin', 'falice', 'moment', 'could', 'fp', 'trailer', 'room', 'bigger', 'mine']",wait ruin falice moment could fp trailer room bigger mine
RT @ilovefpalice: the falice scene i have so MANY TEARS IM NOT OKAY #riverdale https://t.co/aF2m0qkegD,FALSE,en,0,77,2/25/2021 20:56,1.36504E+18,"{'neg': 0.299, 'neu': 0.701, 'pos': 0.0, 'compound': -0.6273}",,0.5,0.5,"['falice', 'scene', 'many', 'tears', 'im', 'okay', 'riverdale']",falice scene many tears im okay riverdale
RT @yael_ronen_: Its remind me so much of falice!!! (3×03),TRUE,en,0,2,2/25/2021 20:37,1.36504E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.5,0.5,,"['remind', 'much', 'falice', '3', '03']",remind much falice 3 03
RT @softfalice: i’m in my teen falice phase and because of that writing my fic about them is going so well after not having motivation for…,FALSE,en,0,1,2/25/2021 20:36,1.36504E+18,"{'neg': 0.071, 'neu': 0.834, 'pos': 0.095, 'compound': 0.1791}",0.5,0.5,,"['teen', 'falice', 'phase', 'writing', 'fic', 'going', 'well', 'motivation']",teen falice phase writing fic going well motivation
"@90smadchen Something about Alice,Falice and Choni! Good luck 🥰",FALSE,en,1,0,2/25/2021 20:01,1.36503E+18,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.7345}",,1,,"['something', 'alice', 'falice', 'choni', 'good', 'luck']",something alice falice choni good luck
@the_falice yeah :/,FALSE,en,1,0,2/25/2021 19:54,1.36503E+18,"{'neg': 0.429, 'neu': 0.179, 'pos': 0.393, 'compound': -0.0516}",,0.75,0.25,['yeah'],yeah
every week i am just waiting to see if there’s any mention of alice being with anyone else....bc if there isn’t.......im keeping my falice ldr headcanon,FALSE,en,0,0,2/25/2021 19:27,1.36502E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.25,0.75,,"['every', 'week', 'waiting', 'see', 'mention', 'alice', 'anyone', 'else', 'bc', 'im', 'keeping', 'falice', 'ldr', 'headcanon']",every week waiting see mention alice anyone else bc im keeping falice ldr headcanon
"@90smadchen Anything about Cheryl, Toni or Alice. And Choni &amp; Falice😂😂😂",FALSE,en,2,0,2/25/2021 19:22,1.36502E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,"['anything', 'cheryl', 'toni', 'alice', 'choni', 'amp', 'falice']",anything cheryl toni alice choni amp falice
"@MarkDice Meanwhile, Mark Dice has micro falice.",FALSE,en,0,0,2/25/2021 19:07,1.36502E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,"['meanwhile', 'mark', 'dice', 'micro', 'falice']",meanwhile mark dice micro falice
i’m in my teen falice phase and because of that writing my fic about them is going so well after not having motivation for so long,FALSE,en,24,1,2/25/2021 18:29,1.36501E+18,"{'neg': 0.071, 'neu': 0.834, 'pos': 0.095, 'compound': 0.1791}",0.5,0.5,,"['teen', 'falice', 'phase', 'writing', 'fic', 'going', 'well', 'motivation', 'long']",teen falice phase writing fic going well motivation long
@amicksbabe Not me watching this for like 30 minutes...👀😪,FALSE,en,1,0,2/25/2021 18:22,1.365E+18,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",,1,,"['watching', 'like', '30', 'minutes']",watching like 30 minutes
@Ienamathers What ship did someone compare them to? B*ghead..😳??,FALSE,en,1,0,2/25/2021 18:18,1.365E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,"['ship', 'someone', 'compare', 'b', 'ghead']",ship someone compare b ghead
╱ gimme falice 🥺,FALSE,en,0,0,2/25/2021 18:03,1.365E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.5,0.5,,"['gimme', 'falice']",gimme falice
RT @BugheadGif: cole and lili as young falice [3.04] #riverdale https://t.co/PzVA1uoMZ5,FALSE,en,0,52,2/25/2021 17:48,1.365E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,"['cole', 'lili', 'young', 'falice', '3', '04', 'riverdale']",cole lili young falice 3 04 riverdale
@EmmetNugent95 Yeah hug my falice with your hands,FALSE,en,2,0,2/25/2021 17:48,1.365E+18,"{'neg': 0.0, 'neu': 0.531, 'pos': 0.469, 'compound': 0.6486}",0.5,0.5,,"['yeah', 'hug', 'falice', 'hands']",yeah hug falice hands
Its remind me so much of falice!!! (3×03) https://t.co/iQ4IqqnbRY,TRUE,en,7,2,2/25/2021 14:09,1.36494E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.5,0.5,,"['remind', 'much', 'falice', '3', '03']",remind much falice 3 03
I’m sorry but Alice Cooper is a queen😂 this will forever be my favourite quote of @CW_Riverdale @madchenamick  #AliceCooper #riverdale #queen #AliceSmith #Falice https://t.co/TNHK6Swv7n,FALSE,en,0,0,2/25/2021 13:00,1.36492E+18,"{'neg': 0.05, 'neu': 0.95, 'pos': 0.0, 'compound': -0.0387}",1,,,"['sorry', 'alice', 'cooper', 'queen', 'forever', 'favourite', 'quote', 'alicecooper', 'riverdale', 'queen', 'alicesmith', 'falice']",sorry alice cooper queen forever favourite quote alicecooper riverdale queen alicesmith falice
@the_falice @1Dtommoway13 @madchenamick @CW_Riverdale Pollys or that girl who left Riverdale.. most probably the second...,FALSE,en,1,0,2/25/2021 11:21,1.3649E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,"['pollys', 'girl', 'left', 'riverdale', 'probably', 'second']",pollys girl left riverdale probably second
RT @peoplewsmiles: Niall Horan https://t.co/RN1OFKj8JO,FALSE,en,0,2777,2/25/2021 11:15,1.3649E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,"['niall', 'horan']",niall horan
@the_falice @falicesushi I AM DYING DNDNWNWN😭😭😂😂,FALSE,en,3,0,2/25/2021 10:50,1.36489E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,"['dying', 'dndnwnwn']",dying dndnwnwn
@CW_Riverdale If it’s not FALICE... I don’t want it,FALSE,en,0,0,2/25/2021 9:22,1.36487E+18,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.0572}",0.75,,0.25,"['falice', 'want']",falice want
soulmate au fanfics always hit harder for me why has no one written one for falice yet☹️,FALSE,en,7,0,2/25/2021 9:20,1.36487E+18,"{'neg': 0.104, 'neu': 0.711, 'pos': 0.185, 'compound': 0.4019}",,1,,"['soulmate', 'au', 'fanfics', 'always', 'hit', 'harder', 'one', 'written', 'one', 'falice', 'yet']",soulmate au fanfics always hit harder one written one falice yet
@ALlCEJONES What did it say?,FALSE,en,0,0,2/25/2021 4:57,1.3648E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,['say'],say
RT @amickpics: LET ALICE BE HAPPY WITH ALL OF HER CHILDREN https://t.co/U3okW2mue3,FALSE,en,0,6,2/25/2021 4:57,1.3648E+18,"{'neg': 0.0, 'neu': 0.713, 'pos': 0.287, 'compound': 0.6633}",0.75,,0.25,"['let', 'alice', 'happy', 'children']",let alice happy children
@rustyxfawkes HUGE FALICE IN BETWEEN MY LEGS,FALSE,en,0,0,2/25/2021 4:40,1.3648E+18,"{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.4648}",,1,,"['huge', 'falice', 'legs']",huge falice legs
@chlosbughugs of watching  that jughead is not going wait for her for rest of his life  and that  what happen with falice isn't guarantee for her and jughead,FALSE,en,0,0,2/25/2021 4:03,1.36479E+18,"{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.1877}",,1,,"['watching', 'jughead', 'going', 'wait', 'rest', 'life', 'happen', 'falice', 'guarantee', 'jughead']",watching jughead going wait rest life happen falice guarantee jughead
@Recap_Rewind @RiverdaleWriter Wrong blonde...👀😳,FALSE,en,1,0,2/25/2021 2:25,1.36476E+18,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.4767}",,1,,"['wrong', 'blonde']",wrong blonde
I’m sorry....I don’t think Alice was in archies bed you’ve got the wrong blonde.😭😂 https://t.co/SRS9y0ayt5,FALSE,en,8,3,2/25/2021 2:25,1.36476E+18,"{'neg': 0.181, 'neu': 0.819, 'pos': 0.0, 'compound': -0.4767}",,0.9,0.1,"['sorry', 'think', 'alice', 'archies', 'bed', 'got', 'wrong', 'blonde']",sorry think alice archies bed got wrong blonde
@fpandalice Why were they matching?👀,FALSE,en,2,0,2/25/2021 2:22,1.36476E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,['matching'],matching
@the_falice @RiverdaleWriter She was happy in Archie’s bed 🤤,FALSE,en,1,0,2/25/2021 2:20,1.36476E+18,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}",,1,,"['happy', 'archie', 'bed']",happy archie bed
RT @MadchenZone: Bring my babies back together😭 #Falice #Riverdale https://t.co/jjrFSwtadf,FALSE,en,0,2,2/25/2021 2:13,1.36476E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.5,0.4,0.1,"['bring', 'babies', 'back', 'together', 'falice', 'riverdale']",bring babies back together falice riverdale
Bring my babies back together😭 #Falice #Riverdale https://t.co/jjrFSwtadf,FALSE,en,5,2,2/25/2021 2:13,1.36476E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.5,0.4,0.1,"['bring', 'babies', 'back', 'together', 'falice', 'riverdale']",bring babies back together falice riverdale
RT @MadchenZone: We all know Alice needs to find happiness. And we all know who can make that happen again. #Riverdale #Falice,FALSE,en,0,1,2/25/2021 2:10,1.36476E+18,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.5574}",0.9,,0.1,"['know', 'alice', 'needs', 'find', 'happiness', 'know', 'make', 'happen', 'riverdale', 'falice']",know alice needs find happiness know make happen riverdale falice
We all know Alice needs to find happiness. And we all know who can make that happen again. #Riverdale #Falice,FALSE,en,5,1,2/25/2021 2:08,1.36476E+18,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.5574}",0.9,,0.1,"['know', 'alice', 'needs', 'find', 'happiness', 'know', 'make', 'happen', 'riverdale', 'falice']",know alice needs find happiness know make happen riverdale falice
@RiverdaleWriter If y’all do not stop hurting my poor baby!🥺 let her be happy for 5 minutes plz!,FALSE,en,6,0,2/25/2021 2:07,1.36476E+18,"{'neg': 0.125, 'neu': 0.483, 'pos': 0.392, 'compound': 0.6838}",,0.5,0.5,"['stop', 'hurting', 'poor', 'baby', 'let', 'happy', '5', 'minutes', 'plz']",stop hurting poor baby let happy 5 minutes plz
RT @reinhartsdivine: be young falice again please https://t.co/J9yGtFqWUn,FALSE,en,0,24,2/25/2021 1:39,1.36475E+18,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}",0.5,0.5,,"['young', 'falice', 'please']",young falice please
Me after watching the falice kiss scene for the millionth time https://t.co/tsJJQyylNl,FALSE,en,10,4,2/25/2021 1:39,1.36475E+18,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}",1,,,"['watching', 'falice', 'kiss', 'scene', 'millionth', 'time']",watching falice kiss scene millionth time
RT @DFinley22: @CWRiverdaleNew We all miss #Falice #Riverdale https://t.co/nQIpkGkXwM,FALSE,en,0,2,2/25/2021 1:32,1.36475E+18,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.1531}",0.5,0.5,,"['miss', 'falice', 'riverdale']",miss falice riverdale
Also this was me watching falice’s last scene https://t.co/BXMIveYtin,TRUE,en,8,0,2/25/2021 1:25,1.36475E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,"['also', 'watching', 'falice', 'last', 'scene']",also watching falice last scene
@madchenamick Happy twin peaks day ❤️❤️❤️✨,FALSE,en,0,0,2/25/2021 0:16,1.36473E+18,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}",0.5,0.5,,"['happy', 'twin', 'peaks', 'day']",happy twin peaks day
"RT @AMlCKS: some of y’all...... no one is going to say you’re any less of a stan for not watching s5 because falice aren’t in it, but makin…",FALSE,en,0,13,2/24/2021 23:48,1.36472E+18,"{'neg': 0.058, 'neu': 0.942, 'pos': 0.0, 'compound': -0.1531}",0.5,0.4,0.1,"['one', 'going', 'say', 'less', 'stan', 'watching', 's5', 'falice', 'makin']",one going say less stan watching s5 falice makin
@MadchenZone Right,FALSE,en,1,0,2/24/2021 22:02,1.3647E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,['right'],right
RT @falicesushi: hi @madchenamick since ur online pls describe us the journey of falice in 1 sentence,FALSE,en,0,2,2/24/2021 21:57,1.3647E+18,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.1531}",,1,,"['hi', 'since', 'ur', 'online', 'pls', 'describe', 'us', 'journey', 'falice', '1', 'sentence']",hi since ur online pls describe us journey falice 1 sentence
"Happy #TwinPeaksDay ✨❤️
@madchenamick https://t.co/zfhAiZ0kYD",FALSE,en,2,0,2/24/2021 21:52,1.36469E+18,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",,1,,"['happy', 'twinpeaksday']",happy twinpeaksday
RT @delicatefalice: @RiverdaleWriter falice’s shower scene they wanted when?,FALSE,en,0,1,2/24/2021 21:52,1.36469E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.75,0.25,,"['falice', 'shower', 'scene', 'wanted']",falice shower scene wanted
@madchenamick @CW_Riverdale Who’s Alice on the phone with? MAYBE calling pollys phone ?? Ugh this is all to much 😩,FALSE,en,4,0,2/24/2021 21:49,1.36469E+18,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.5171}",,0.8,0.2,"['alice', 'phone', 'maybe', 'calling', 'pollys', 'phone', 'ugh', 'much']",alice phone maybe calling pollys phone ugh much
@1Dtommoway13 @madchenamick @CW_Riverdale That’s a freaking hand,FALSE,en,9,0,2/24/2021 21:48,1.36469E+18,"{'neg': 0.28, 'neu': 0.4, 'pos': 0.32, 'compound': 0.1027}",,1,,"['freaking', 'hand']",freaking hand
@madchenamick @CW_Riverdale That’s a hand!!!!😳,FALSE,en,2,0,2/24/2021 21:48,1.36469E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,['hand'],hand
hi @madchenamick since ur online pls describe us the journey of falice in 1 sentence,FALSE,en,12,2,2/24/2021 21:46,1.36469E+18,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.1531}",,1,,"['hi', 'since', 'ur', 'online', 'pls', 'describe', 'us', 'journey', 'falice', '1', 'sentence']",hi since ur online pls describe us journey falice 1 sentence
@madchenamick @Kyle_MacLachlan I want some😂❤️,FALSE,en,0,0,2/24/2021 21:43,1.36469E+18,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.0772}",,1,,['want'],want
