tweets,quote_status,language,favorite_count,retweet_count,time,id,rating,rating_pos,rating_neu,rating_neg,processed_text,cleaned_tweets
i miss fp and aliceeee ^_^ well i’m not watching riverdale anymore tho but falice was the one that made me stay until i got bored of rvd so i stopped watching at the beginning of s4,FALSE,en,0,0,2/20/2021 16:49,1.36317E+18,"{'neg': 0.186, 'neu': 0.774, 'pos': 0.04, 'compound': -0.6845}",,0.4,0.6,"['miss', 'fp', 'aliceeee', 'well', 'watching', 'riverdale', 'anymore', 'tho', 'falice', 'one', 'made', 'stay', 'got', 'bored', 'rvd', 'stopped', 'watching', 'beginning', 's4']",miss fp aliceeee well watching riverdale anymore tho falice one made stay got bored rvd stopped watching beginning s4
If I drop my falice fc later would y'all vibe?,FALSE,en,0,0,2/20/2021 16:25,1.36316E+18,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}",,1,,"['drop', 'falice', 'fc', 'later', 'would', 'vibe']",drop falice fc later would vibe
@_monalisavito Not to the same level I stan Falice but damn they got me... they really got me lol,FALSE,en,1,0,2/20/2021 15:38,1.36315E+18,"{'neg': 0.15, 'neu': 0.677, 'pos': 0.173, 'compound': 0.1395}",1,,,"['monalisavito', 'level', 'stan', 'falice', 'damn', 'got', 'really', 'got', 'lol']",monalisavito level stan falice damn got really got lol
@harpersblossom She is the best! She made me a Falice Shirt 😍,FALSE,en,0,0,2/20/2021 14:16,1.36313E+18,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6696}",1,,,"['best', 'made', 'falice', 'shirt']",best made falice shirt
Not me about to read some falice fics because I have nothing else to do,FALSE,en,3,0,2/20/2021 12:56,1.36311E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",1,,,"['read', 'falice', 'fics', 'nothing', 'else']",read falice fics nothing else
Does anybody know what the name of the one shot book on Wattpad about Falice with a chapter named hail to the king is? I can’t find it anywhere 😁,FALSE,en,0,0,2/20/2021 11:32,1.36309E+18,"{'neg': 0.0, 'neu': 0.952, 'pos': 0.048, 'compound': 0.0772}",,1,,"['anybody', 'know', 'name', 'one', 'shot', 'book', 'wattpad', 'falice', 'chapter', 'named', 'hail', 'king', 'find', 'anywhere']",anybody know name one shot book wattpad falice chapter named hail king find anywhere
@joslexie They aren’t step siblings. Falice never got married,FALSE,en,0,0,2/20/2021 9:47,1.36306E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,"['step', 'siblings', 'falice', 'never', 'got', 'married']",step siblings falice never got married
But my #Falice heart is 😢. I miss them 💔,FALSE,en,0,0,2/20/2021 9:23,1.36306E+18,"{'neg': 0.186, 'neu': 0.814, 'pos': 0.0, 'compound': -0.1531}",0.6,0.4,,"['falice', 'heart', 'miss']",falice heart miss
Never seen the show but Falice 4eva 😞✌🏻🐍 https://t.co/0ZQI8j59BP,TRUE,en,2,0,2/20/2021 8:47,1.36305E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",1,,,"['never', 'seen', 'show', 'falice', '4eva']",never seen show falice 4eva
when varchies finally understand that falice will always have each other whilist archie is fucking someone else after cheating on veronica https://t.co/fgzT8Lzucs,FALSE,en,2,0,2/20/2021 8:03,1.36304E+18,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.5574}",,0.4,0.6,"['varchies', 'finally', 'understand', 'falice', 'always', 'whilist', 'archie', 'fucking', 'someone', 'else', 'cheating', 'veronica']",varchies finally understand falice always whilist archie fucking someone else cheating veronica
RT @vanesahaley0: imagining what a scene with Falice in the shower would have been like https://t.co/JZBXYN4qHp,FALSE,en,0,3,2/20/2021 7:08,1.36302E+18,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}",1,,,"['imagining', 'scene', 'falice', 'shower', 'would', 'like']",imagining scene falice shower would like
"The daughter of the queen of serpents @madchenamick 

#Riverdale #Falice #Serpents https://t.co/WANfBXOMNP",FALSE,en,1,0,2/20/2021 4:23,1.36298E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",1,,,"['daughter', 'queen', 'serpents', 'riverdale', 'falice', 'serpents']",daughter queen serpents riverdale falice serpents
Ik skeet probably wouldn’t even care anyways if they gave us a crumb like 😭✋🏻 that man loves Falice,FALSE,en,8,0,2/20/2021 4:03,1.36298E+18,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.8555}",1,,,"['ik', 'skeet', 'probably', 'even', 'care', 'anyways', 'gave', 'us', 'crumb', 'like', 'man', 'loves', 'falice']",ik skeet probably even care anyways gave us crumb like man loves falice
@madchenamick @MINATOBIAS_ To cute😂😂😂❤️,FALSE,en,0,0,2/20/2021 3:11,1.36296E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",1,,,['cute'],cute
@madchenamick any hints on falice you can give?? the house looks exactly the same 😏,FALSE,en,4,0,2/20/2021 2:33,1.36295E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,"['hints', 'falice', 'give', 'house', 'looks', 'exactly']",hints falice give house looks exactly
@madchenamick Season 1 Alice making a return...😩,FALSE,en,2,0,2/20/2021 2:32,1.36295E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,"['season', '1', 'alice', 'making', 'return']",season 1 alice making return
@madchenamick We Stan her!😍,FALSE,en,2,0,2/20/2021 2:31,1.36295E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",1,,,['stan'],stan
"""My daughter is completely fine""
Ma'am, your daughter mourns Kurt Cobain who died almost 20 years before he was born, shippea Larry, is Directioner and shippea Falice.",FALSE,en,0,0,2/20/2021 2:11,1.36295E+18,"{'neg': 0.212, 'neu': 0.725, 'pos': 0.063, 'compound': -0.7102}",,1,,"['daughter', 'completely', 'fine', 'daughter', 'mourns', 'kurt', 'cobain', 'died', 'almost', '20', 'years', 'born', 'shippea', 'larry', 'directioner', 'shippea', 'falice']",daughter completely fine daughter mourns kurt cobain died almost 20 years born shippea larry directioner shippea falice
I need a scene from Falice in season 2 or 3 with Scorpion's Still Loving You in the background,FALSE,en,1,0,2/20/2021 2:09,1.36295E+18,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.5994}",1,,,"['need', 'scene', 'falice', 'season', '2', '3', 'scorpion', 'still', 'loving', 'background']",need scene falice season 2 3 scorpion still loving background
"I remember that the first time I wrote a one shot it was bc I couldn’t get an idea out of my head, I never thought that people will actually read it or like it, and now I’m on the top 10 of #Falice stories? Among so many talented people? It honestly feels like an honor...🥺🙏🏻❤️ https://t.co/cDN5hKaNB6",FALSE,en,18,0,2/20/2021 1:32,1.36294E+18,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.9142}",1,,,"['remember', 'first', 'time', 'wrote', 'one', 'shot', 'bc', 'get', 'idea', 'head', 'never', 'thought', 'people', 'actually', 'read', 'like', 'top', '10', 'falice', 'stories', 'among', 'many', 'talented', 'people', 'honestly', 'feels', 'like', 'honor']",remember first time wrote one shot bc get idea head never thought people actually read like top 10 falice stories among many talented people honestly feels like honor
"@itsbarchiebxtch that scene of them walking, they are sharing many scenes, archie will help her with something, there is a great possibility that they will serve exes to lovers, but it is my opinion, falice also doesn't bother me and I don't even know why fans are so bothered by varchie",FALSE,en,0,0,2/20/2021 1:02,1.36293E+18,"{'neg': 0.069, 'neu': 0.741, 'pos': 0.19, 'compound': 0.6208}",,1,,"['scene', 'walking', 'sharing', 'many', 'scenes', 'archie', 'help', 'something', 'great', 'possibility', 'serve', 'exes', 'lovers', 'opinion', 'falice', 'also', 'bother', 'even', 'know', 'fans', 'bothered', 'varchie']",scene walking sharing many scenes archie help something great possibility serve exes lovers opinion falice also bother even know fans bothered varchie
"@ifsvarchie i don’t think they will get back together now bc of whats happened with barchie, i don’t think she could trust them together after they already cheated twice, + her marriage is a big obstacle, that’s just my opinion but falice really doesn’t bother me either way",FALSE,en,1,0,2/20/2021 0:57,1.36293E+18,"{'neg': 0.15, 'neu': 0.807, 'pos': 0.043, 'compound': -0.6448}",,1,,"['think', 'get', 'back', 'together', 'bc', 'whats', 'happened', 'barchie', 'think', 'could', 'trust', 'together', 'already', 'cheated', 'twice', 'marriage', 'big', 'obstacle', 'opinion', 'falice', 'really', 'bother', 'either', 'way']",think get back together bc whats happened barchie think could trust together already cheated twice marriage big obstacle opinion falice really bother either way
"@itsbarchiebxtch but varchie still has scenes, and with a great chance of coming back, falice could never",FALSE,en,0,0,2/20/2021 0:54,1.36293E+18,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.8462}",,1,,"['varchie', 'still', 'scenes', 'great', 'chance', 'coming', 'back', 'falice', 'could', 'never']",varchie still scenes great chance coming back falice could never
@delicatefalice Imagine if we actually got a falice spinoff tho https://t.co/VJG6NxPqZ9,FALSE,en,1,0,2/20/2021 0:53,1.36293E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",1,,,"['imagine', 'actually', 'got', 'falice', 'spinoff', 'tho']",imagine actually got falice spinoff tho
"@faliceohmy a Falice Stan, a Mädchen Stan and Skeet Stan...it’s always good to see you on the tl! 🥰🥰🥰❤️❤️❤️",FALSE,en,1,0,2/20/2021 0:37,1.36292E+18,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.4926}",1,,,"['falice', 'stan', 'dchen', 'stan', 'skeet', 'stan', 'always', 'good', 'see', 'tl']",falice stan dchen stan skeet stan always good see tl
@medicaldoctxr wgere i get my dayly laugh you were truly the sweetest thing also get my daily falice content,FALSE,en,2,0,2/20/2021 0:25,1.36292E+18,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.7579}",1,,,"['wgere', 'get', 'dayly', 'laugh', 'truly', 'sweetest', 'thing', 'also', 'get', 'daily', 'falice', 'content']",wgere get dayly laugh truly sweetest thing also get daily falice content
@dioramick Not their hatred for Falice coming out again https://t.co/RusqElFPza,FALSE,en,1,0,2/19/2021 23:56,1.36291E+18,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.5216}",,1,,"['hatred', 'falice', 'coming']",hatred falice coming
choni and falice are the two best ships on riverdale there i said it,FALSE,en,3,0,2/19/2021 23:54,1.36291E+18,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6369}",1,,,"['choni', 'falice', 'two', 'best', 'ships', 'riverdale', 'said']",choni falice two best ships riverdale said
@azalben do we get anything about Falice next week??,FALSE,en,0,0,2/19/2021 23:29,1.36291E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,"['get', 'anything', 'falice', 'next', 'week']",get anything falice next week
@madchenamick You two are to much😂😂❤️❤️,FALSE,en,0,0,2/19/2021 23:28,1.36291E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",1,,,"['two', 'much']",two much
@Deckerstar_6666 Im Falice shipper 🏃🏻‍♀️,FALSE,en,12,0,2/19/2021 23:02,1.3629E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",1,,,"['im', 'falice', 'shipper']",im falice shipper
@mad_ami19 The other ships wouldn’t be able to out-stand it....😶 so they decided we should suffer for being the best ship with the best chemistry.🤷🏽‍♀️it would definitely out do the shower scene .,FALSE,en,0,0,2/19/2021 22:55,1.3629E+18,"{'neg': 0.082, 'neu': 0.657, 'pos': 0.261, 'compound': 0.8225}",,,1,"['ships', 'able', 'stand', 'decided', 'suffer', 'best', 'ship', 'best', 'chemistry', 'would', 'definitely', 'shower', 'scene']",ships able stand decided suffer best ship best chemistry would definitely shower scene
"@Miapaula19 @CWRiverdaleNew Truth be told, they ruined #Bughead . In my opinion. I really shipped them hard early on but then #Falice happened and we found out they shared a brother and then they all moved in together as a family and it just got so weird. I see them as sort of step siblings by proxy.",FALSE,en,2,0,2/19/2021 21:45,1.36288E+18,"{'neg': 0.108, 'neu': 0.81, 'pos': 0.082, 'compound': -0.1265}",,,1,"['truth', 'told', 'ruined', 'bughead', 'opinion', 'really', 'shipped', 'hard', 'early', 'falice', 'happened', 'found', 'shared', 'brother', 'moved', 'together', 'family', 'got', 'weird', 'see', 'sort', 'step', 'siblings', 'proxy']",truth told ruined bughead opinion really shipped hard early falice happened found shared brother moved together family got weird see sort step siblings proxy
@dioramick right? and then talking about falice as if they don’t look a billion times better than varchies story 😭,FALSE,en,9,0,2/19/2021 20:13,1.36286E+18,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}",,1,,"['right', 'talking', 'falice', 'look', 'billion', 'times', 'better', 'varchies', 'story']",right talking falice look billion times better varchies story
"i loved loved loved this chapter so much!!! it was so beautiful 😍 the ending was amazing!! i cannot wait to read more!!! this is becoming one of my favorite falice stories, thank you for writing it!! @softfalice 😘 https://t.co/8ZnFwoIF8j",TRUE,en,2,0,2/19/2021 20:08,1.36286E+18,"{'neg': 0.0, 'neu': 0.516, 'pos': 0.484, 'compound': 0.982}",1,,,"['loved', 'loved', 'loved', 'chapter', 'much', 'beautiful', 'ending', 'amazing', 'cannot', 'wait', 'read', 'becoming', 'one', 'favorite', 'falice', 'stories', 'thank', 'writing']",loved loved loved chapter much beautiful ending amazing cannot wait read becoming one favorite falice stories thank writing
Has anyone written any falice shower fics?? I need something to help me get over the fact that we could’ve had a sexi scene but the writers hate us:) https://t.co/wBBQqc3h06,TRUE,en,3,0,2/19/2021 19:49,1.36285E+18,"{'neg': 0.163, 'neu': 0.782, 'pos': 0.056, 'compound': -0.6767}",,1,,"['anyone', 'written', 'falice', 'shower', 'fics', 'need', 'something', 'help', 'get', 'fact', 'could', 'sexi', 'scene', 'writers', 'hate', 'us']",anyone written falice shower fics need something help get fact could sexi scene writers hate us
@AVane_g girl you’re so funny!!! I love your reactions videos! The way you freak out over Falice is a mood! I’m glad that we are talking more lately! 🥰❤️,FALSE,en,2,0,2/19/2021 19:33,1.36285E+18,"{'neg': 0.076, 'neu': 0.601, 'pos': 0.324, 'compound': 0.8882}",1,,,"['girl', 'funny', 'love', 'reactions', 'videos', 'way', 'freak', 'falice', 'mood', 'glad', 'talking', 'lately']",girl funny love reactions videos way freak falice mood glad talking lately
imagining what a scene with Falice in the shower would have been like https://t.co/JZBXYN4qHp,FALSE,en,15,3,2/19/2021 19:28,1.36285E+18,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}",1,,,"['imagining', 'scene', 'falice', 'shower', 'would', 'like']",imagining scene falice shower would like
how do you feel knowing that we could have potentially already seen falice’s last scene ever — i mean i really doubt that sk**t’s career is not going to completely flop and he won’t be back with his tail between his legs in the ne… https://t.co/xzNdqrt6aR,FALSE,en,2,0,2/19/2021 19:09,1.36284E+18,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.669}",,,1,"['feel', 'knowing', 'could', 'potentially', 'already', 'seen', 'falice', 'last', 'scene', 'ever', 'mean', 'really', 'doubt', 'sk', 'career', 'going', 'completely', 'flop', 'back', 'tail', 'legs', 'ne']",feel knowing could potentially already seen falice last scene ever mean really doubt sk career going completely flop back tail legs ne
@dioramick how’s falice doing?,FALSE,en,24,0,2/19/2021 18:39,1.36283E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,['falice'],falice
"RT @barchie_stan: rt if you wanna be mutuals👉🏻👈🏻👀 and stan any of these ships:
barchie
delena
klaroline
choni
bellarke
jiara
tony stark (ha…",FALSE,en,0,6,2/19/2021 18:10,1.36283E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,"['wanna', 'mutuals', 'stan', 'ships', 'barchie', 'delena', 'klaroline', 'choni', 'bellarke', 'jiara', 'tony', 'stark', 'ha']",wanna mutuals stan ships barchie delena klaroline choni bellarke jiara tony stark ha
@barchiesdreams Honestly id replace veggie with falice,FALSE,en,0,0,2/19/2021 15:57,1.36279E+18,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.4588}",1,,,"['honestly', 'id', 'replace', 'veggie', 'falice']",honestly id replace veggie falice
"@PRiveerdale Bughead and choni

And young falice 😞",FALSE,en,2,0,2/19/2021 15:57,1.36279E+18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,1,,"['bughead', 'choni', 'young', 'falice']",bughead choni young falice
Haven’t seen the falice scene in far to long plz someone post it,FALSE,en,7,0,2/19/2021 15:51,1.36279E+18,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.0772}",,1,,"['seen', 'falice', 'scene', 'far', 'long', 'plz', 'someone', 'post']",seen falice scene far long plz someone post
