tweets,quote_status,language,favorite_count,retweet_count,time,id,processed_text,cleaned_tweets
RT @bar_endgame: look how happy they are even if it is just a pretend #barchie #Riverdale https://t.co/9cTwtXG0UE,False,en,0,1,2021-03-03 00:31:57,1366909174198722561,"['look', 'happy', 'even', 'pretend', 'barchie', 'riverdale']",look happy even pretend barchie riverdale
"RT @danysreign: no thoughts, head full of barchie lovingly looking at each other #Riverdale https://t.co/emBi7K0ghf",False,en,0,4,2021-03-03 00:31:52,1366909151742427137,"['thoughts', 'head', 'full', 'barchie', 'lovingly', 'looking', 'riverdale']",thoughts head full barchie lovingly looking riverdale
RT @FernandaSocola: It was clear that Betty said in a polite way that V and J were an obstacle in high school to do what they are doing now…,False,en,0,2,2021-03-03 00:31:49,1366909139176353792,"['clear', 'betty', 'said', 'polite', 'way', 'v', 'j', 'obstacle', 'high', 'school']",clear betty said polite way v j obstacle high school
"RT @rubyjan69055059: These two melt my heart ❤️🤍😍😘

#Barchie #betty #archie #endgame #Riverdale https://t.co/qPEj1edL9N",False,en,0,1,2021-03-03 00:31:03,1366908948306153479,"['two', 'melt', 'heart', 'barchie', 'betty', 'archie', 'endgame', 'riverdale']",two melt heart barchie betty archie endgame riverdale
RT @TvshipsA: Okay I’m LITERALLY DEAD AFTER THIS EPISODE #Riverdale #Barchie https://t.co/8DXZnxRuKs,False,en,0,1,2021-03-03 00:30:32,1366908817364115456,"['okay', 'literally', 'dead', 'episode', 'riverdale', 'barchie']",okay literally dead episode riverdale barchie
RT @alloutfandom: Rt for #Barchie on #Riverdale in the car https://t.co/zbsojoUWsL,False,en,0,2,2021-03-03 00:30:27,1366908794404564993,"['barchie', 'riverdale', 'car']",barchie riverdale car
"RT @Barchies3: #Barchie #Riverdale 

I don't understand how Bughead stans' brains work https://t.co/TM0dRn6uAu",False,en,0,1,2021-03-03 00:30:15,1366908745599574028,"['barchie', 'riverdale', 'understand', 'bughead', 'stans', 'brains', 'work']",barchie riverdale understand bughead stans brains work
"RT @WeAreInOur20s: ˜”*°•.˜”*°• My OTPs •°*”˜.•°*”˜

Archie &amp; Betty #Barchie #Riverdale 

Kyle &amp; Summer  #Skyle #YR https://t.co/A2roe3qC2Y",False,en,0,4,2021-03-03 00:30:10,1366908722430279686,"['otps', 'archie', 'amp', 'betty', 'barchie', 'riverdale', 'kyle', 'amp', 'summer', 'skyle', 'yr']",otps archie amp betty barchie riverdale kyle amp summer skyle yr
RT @TeamSteffy08: Betty and Archie are so hot together. 😍🔥#Barchie #Riverdale https://t.co/tHOkGW8c0f,False,en,0,2,2021-03-03 00:30:02,1366908689777623041,"['betty', 'archie', 'hot', 'together', 'barchie', 'riverdale']",betty archie hot together barchie riverdale
"RT @kat__writes: Archie doesn’t care about Betty; he hasn’t asked about Polly, they aren’t even friends!”

Holy ignoring of canon, Batman.…",False,en,0,96,2021-03-03 00:29:54,1366908655266902025,"['archie', 'care', 'betty', 'asked', 'polly', 'even', 'friends', 'holy', 'ignoring', 'canon', 'batman']",archie care betty asked polly even friends holy ignoring canon batman
